Experience_Years,Training_Hours_Monthly,Projects_Completed,Attendance_Percent,Performance_Score
20,50,17,76.59,100.0
4,36,23,95.32,100.0
19,47,23,77.93,100.0
12,8,17,94.67,100.0
20,27,23,65.24,100.0
19,31,18,85.47,100.0
5,2,6,87.15,85.14
19,50,28,86.25,100.0
17,31,24,77.88,100.0
1,4,19,87.36,100.0
5,7,30,69.58,100.0
8,13,26,83.83,100.0
2,2,5,82.17,57.24
0,23,24,72.73,100.0
0,12,26,91.15,100.0
18,42,10,63.23,100.0
4,28,4,66.86,70.21
12,7,11,78.85,100.0
18,50,0,95.67,100.0
11,41,18,83.01,100.0
15,30,10,93.68,100.0
18,25,14,80.7,100.0
2,17,24,91.42,100.0
11,17,15,73.03,100.0
4,6,2,92.61,66.62
1,47,10,76.07,96.1
6,37,10,82.35,100.0
12,47,9,67.04,92.46
14,15,1,96.82,86.2
2,32,19,88.06,100.0
20,50,4,94.35,100.0
19,2,22,68.31,100.0
4,37,22,62.71,100.0
7,3,24,73.49,100.0
0,35,28,80.67,100.0
7,3,7,92.09,86.05
17,41,12,75.91,100.0
19,8,14,70.8,100.0
15,39,1,74.9,87.9
17,50,11,88.14,100.0
19,16,23,73.45,100.0
11,16,7,99.17,100.0
12,32,20,67.0,100.0
12,19,30,90.12,100.0
9,13,28,83.57,100.0
6,21,18,69.32,100.0
13,26,24,90.14,100.0
15,42,27,77.9,100.0
14,2,22,87.3,100.0
11,23,0,86.49,83.42
8,29,7,64.43,73.03
7,7,9,93.6,99.83
17,21,12,87.26,100.0
17,24,4,91.22,100.0
12,9,21,77.91,100.0
17,48,8,67.8,100.0
14,28,9,73.05,100.0
3,39,30,96.06,100.0
16,0,13,97.52,100.0
4,20,23,79.27,100.0
15,38,29,71.95,100.0
8,23,10,89.21,100.0
9,8,13,90.64,100.0
17,43,29,92.62,100.0
16,25,2,61.24,70.17
17,8,28,60.39,100.0
6,19,20,74.29,100.0
3,34,15,66.1,100.0
4,35,19,92.2,100.0
15,41,29,81.31,100.0
2,35,16,93.01,100.0
17,8,4,67.08,79.95
20,21,25,85.09,100.0
13,0,6,83.21,82.36
14,4,16,73.62,100.0
16,8,19,80.68,100.0
0,36,21,83.56,100.0
20,37,10,95.58,100.0
16,18,11,62.23,97.13
10,7,24,92.93,100.0
16,41,26,99.21,100.0
13,42,23,89.27,100.0
19,31,1,89.49,100.0
18,12,26,68.72,100.0
20,19,18,80.92,100.0
6,35,25,88.24,100.0
12,42,28,84.09,100.0
17,43,4,75.41,99.53
13,36,10,97.6,100.0
0,29,22,80.56,100.0
6,9,18,98.8,100.0
7,30,27,82.56,100.0
17,24,6,91.74,100.0
8,28,20,89.68,100.0
0,23,25,86.43,100.0
16,38,21,60.58,100.0
18,20,5,63.1,86.74
5,40,10,83.26,95.36
2,8,26,96.47,100.0
4,41,13,84.05,100.0
1,41,27,69.44,100.0
19,1,3,72.81,81.96
3,3,27,84.93,100.0
9,7,7,83.88,96.45
9,31,8,98.23,100.0
20,13,1,81.16,97.5
10,48,24,74.2,100.0
15,12,10,81.0,100.0
16,20,27,91.45,100.0
15,23,19,81.61,100.0
6,49,21,73.04,100.0
15,17,29,73.54,100.0
2,44,6,90.27,89.72
15,39,3,62.66,75.01
7,25,23,70.99,100.0
11,31,28,66.12,100.0
2,43,13,97.79,100.0
16,32,25,63.6,100.0
20,30,23,90.33,100.0
17,17,0,85.22,93.47
10,34,23,85.31,100.0
3,11,25,90.54,100.0
15,50,29,76.02,100.0
16,24,11,76.03,100.0
8,44,18,71.55,100.0
5,30,4,83.91,85.02
19,9,29,97.19,100.0
1,46,25,96.96,100.0
8,33,7,88.12,100.0
20,50,10,96.25,100.0
5,2,21,98.54,100.0
2,45,3,91.8,86.32
19,38,14,76.31,100.0
5,7,19,79.33,100.0
6,31,11,97.25,100.0
0,42,19,86.8,100.0
0,28,21,92.83,100.0
4,21,22,64.64,100.0
5,19,28,67.76,100.0
12,5,20,73.76,100.0
1,42,9,67.53,79.53
14,48,29,96.26,100.0
14,28,23,68.68,100.0
12,41,15,82.29,100.0
13,16,22,63.42,100.0
6,30,7,66.2,78.44
13,33,30,69.9,100.0
9,37,19,99.32,100.0
16,36,7,91.88,100.0
13,3,28,86.94,100.0
7,1,5,96.65,76.57
3,11,2,98.25,72.4
15,34,28,78.14,100.0
12,5,7,73.11,85.63
19,45,28,72.61,100.0
17,7,22,61.43,100.0
13,20,9,71.19,97.47
17,45,4,74.2,98.75
4,34,10,61.48,76.21
8,47,3,95.3,92.72
2,14,16,93.91,100.0
7,6,25,70.06,100.0
19,14,2,92.1,100.0
9,44,17,91.85,100.0
18,5,7,73.4,90.03
20,46,29,87.88,100.0
2,16,23,71.59,100.0
10,3,11,62.81,69.43
10,21,20,80.19,100.0
16,31,15,77.53,100.0
15,21,13,65.53,100.0
6,26,20,79.62,100.0
3,45,15,97.98,100.0
18,14,30,89.26,100.0
11,43,26,89.55,100.0
14,50,3,90.3,100.0
10,21,0,89.79,77.73
4,27,0,60.8,35.31
4,41,28,96.99,100.0
14,37,21,93.21,100.0
17,8,14,70.98,100.0
10,33,19,82.11,100.0
11,35,19,84.6,100.0
1,8,2,65.28,43.92
19,14,13,70.16,100.0
14,44,8,60.93,78.96
19,19,18,94.56,100.0
3,7,7,61.0,46.34
17,27,1,72.75,83.8
5,50,3,63.13,60.79
18,18,0,91.26,93.54
10,15,10,97.0,100.0
1,10,4,82.51,65.71
7,41,1,65.58,55.11
10,7,26,82.33,100.0
4,32,12,90.81,100.0
17,9,16,88.74,100.0
17,17,16,89.67,100.0
13,34,17,71.17,100.0
9,42,20,62.95,100.0
2,49,27,65.96,100.0
8,2,30,98.22,100.0
2,39,30,84.54,100.0
10,26,8,89.12,100.0
11,27,5,95.96,100.0
11,45,27,94.11,100.0
2,5,19,68.74,94.21
20,46,30,62.32,100.0
6,13,2,97.01,82.14
13,6,7,99.27,93.82
10,9,2,82.69,88.56
6,14,0,95.54,65.37
20,30,19,69.27,100.0
9,28,26,64.44,100.0
10,41,12,79.99,100.0
14,16,20,92.45,100.0
18,50,4,86.19,100.0
15,28,15,85.49,100.0
20,48,20,60.7,100.0
19,43,23,72.7,100.0
11,14,15,97.58,100.0
17,25,23,65.37,100.0
12,11,11,89.05,100.0
4,24,12,90.37,100.0
3,40,3,89.31,78.09
13,4,30,99.57,100.0
7,3,8,76.37,76.08
8,43,15,87.29,100.0
18,47,0,67.75,83.2
2,40,4,75.99,79.92
4,30,20,79.66,100.0
20,2,4,68.59,74.11
17,2,23,96.27,100.0
0,25,24,88.65,100.0
7,49,18,71.35,100.0
18,16,8,65.4,90.61
16,9,28,71.51,100.0
16,1,26,84.92,100.0
10,23,7,93.06,100.0
1,10,18,80.13,100.0
5,23,17,64.1,100.0
13,34,14,69.97,100.0
2,22,3,73.81,69.68
11,31,14,85.45,100.0
3,22,12,69.87,96.06
11,33,27,69.36,100.0
12,40,17,71.45,100.0
1,18,19,83.7,100.0
1,1,4,79.71,47.9
14,50,17,93.67,100.0
16,1,27,87.92,100.0
6,14,7,86.67,97.98
13,20,0,66.19,68.07
11,34,18,62.21,100.0
16,4,22,80.4,100.0
13,42,25,62.87,100.0
5,26,16,74.56,100.0
18,23,28,61.04,100.0
5,6,26,67.07,100.0
17,5,30,64.41,100.0
4,45,1,92.04,76.2
5,32,18,73.85,100.0
1,48,29,63.15,100.0
7,16,15,70.62,100.0
14,45,29,87.31,100.0
14,41,17,89.83,100.0
10,29,1,64.79,70.63
0,7,27,91.14,100.0
17,39,26,74.82,100.0
11,45,5,87.18,100.0
11,6,6,86.86,84.84
10,5,5,91.74,90.49
7,3,26,87.89,100.0
6,0,5,61.55,42.81
20,14,30,80.78,100.0
1,30,8,66.65,70.58
10,24,7,98.8,96.01
9,46,29,70.23,100.0
2,32,23,76.8,100.0
19,34,21,67.87,100.0
9,4,20,65.38,98.14
17,4,8,84.04,100.0
13,35,11,79.73,100.0
17,16,17,74.99,100.0
7,13,22,63.42,100.0
9,28,5,89.44,95.64
12,7,22,60.23,100.0
20,33,27,78.31,100.0
7,39,3,85.3,81.32
3,0,24,77.23,100.0
3,28,6,65.05,73.76
4,35,17,91.13,100.0
0,50,28,72.96,100.0
16,36,19,65.39,100.0
1,28,4,82.01,76.87
7,4,17,60.77,80.03
6,31,9,72.96,91.92
14,23,7,90.03,100.0
4,18,0,96.51,66.55
1,11,14,83.67,100.0
6,0,2,68.7,50.63
7,6,14,68.8,92.78
6,16,13,84.15,100.0
6,33,0,76.27,75.06
13,42,30,67.09,100.0
20,6,20,91.5,100.0
17,16,7,68.01,88.32
5,2,6,72.87,68.63
3,28,8,62.46,75.33
9,21,17,88.05,100.0
17,37,11,71.01,100.0
11,42,7,69.31,93.51
15,28,7,72.13,100.0
6,49,29,94.97,100.0
5,49,5,80.72,100.0
4,41,2,66.32,62.51
2,4,1,90.98,58.13
11,29,13,68.34,100.0
14,22,7,76.5,100.0
9,20,5,82.72,90.34
19,25,3,83.38,100.0
18,46,4,62.76,87.97
15,20,20,93.47,100.0
10,19,12,79.18,100.0
7,22,8,99.57,100.0
2,3,12,88.7,89.85
6,20,28,99.7,100.0
6,20,8,78.14,92.57
13,0,23,65.63,100.0
1,14,23,89.09,100.0
9,16,15,91.11,100.0
18,50,11,94.11,100.0
8,13,1,72.06,62.43
15,18,29,80.43,100.0
18,49,18,94.3,100.0
17,33,29,94.59,100.0
8,5,15,61.03,77.35
15,44,23,86.84,100.0
12,48,12,84.07,100.0
9,5,4,63.33,61.03
19,4,22,97.21,100.0
13,6,29,77.81,100.0
11,32,23,86.97,100.0
18,12,5,95.31,100.0
6,50,30,65.2,100.0
14,0,20,94.23,100.0
15,12,23,88.97,100.0
7,42,16,93.58,100.0
9,26,16,79.79,100.0
3,6,16,61.34,76.54
18,2,2,86.82,87.8
18,24,25,74.98,100.0
20,32,12,76.1,100.0
14,39,11,77.65,100.0
13,16,5,79.72,100.0
0,44,21,86.48,100.0
15,13,20,89.07,100.0
9,36,28,91.07,100.0
18,22,12,86.86,100.0
2,23,13,92.14,100.0
4,28,6,64.89,72.7
8,37,4,93.47,98.25
17,26,13,75.49,100.0
10,37,17,81.15,100.0
15,39,3,77.35,99.19
1,44,0,79.03,61.86
11,49,6,71.42,100.0
5,22,19,66.8,98.59
10,30,12,64.2,94.23
7,35,3,78.06,93.67
11,16,12,65.01,100.0
1,36,3,69.8,63.72
8,2,2,65.34,48.34
14,35,7,64.36,91.67
1,4,19,95.3,100.0
0,45,7,86.96,86.56
9,14,24,96.95,100.0
1,48,16,85.76,100.0
11,5,14,93.76,100.0
7,9,3,82.21,85.3
4,31,5,78.51,79.02
0,22,23,81.14,100.0
14,47,29,72.81,100.0
5,16,21,86.32,100.0
11,45,27,95.89,100.0
7,19,5,91.29,98.4
12,43,9,78.48,100.0
18,40,3,98.16,100.0
0,14,8,99.42,82.78
10,43,15,79.72,100.0
19,45,6,94.59,100.0
0,21,13,60.19,64.25
7,49,26,62.67,100.0
4,5,5,60.9,42.78
16,3,0,90.93,74.01
7,22,17,63.19,100.0
9,43,11,60.68,84.84
1,44,21,65.9,100.0
8,18,26,72.25,100.0
2,44,14,78.59,100.0
17,30,0,62.62,61.07
6,43,14,79.96,100.0
14,2,14,69.92,100.0
20,27,26,70.97,100.0
19,2,15,92.88,100.0
17,13,20,99.48,100.0
2,17,0,78.55,60.06
13,26,28,72.87,100.0
1,50,2,97.26,78.9
13,9,11,80.02,100.0
10,48,27,89.21,100.0
15,14,27,76.55,100.0
7,18,6,68.1,83.58
6,8,4,86.2,88.03
10,3,30,86.59,100.0
2,14,27,78.41,100.0
16,50,30,70.8,100.0
13,47,25,93.27,100.0
5,7,0,71.01,41.58
7,48,0,86.36,80.47
4,0,14,75.36,90.42
7,6,7,78.9,82.84
1,30,10,68.46,83.21
14,17,13,85.98,100.0
11,11,28,69.03,100.0
16,47,24,79.43,100.0
0,29,22,73.14,100.0
14,32,12,98.54,100.0
13,46,18,99.29,100.0
19,6,11,90.14,100.0
15,27,21,99.36,100.0
8,48,18,64.54,100.0
0,2,25,99.69,100.0
16,42,3,64.14,78.11
12,5,27,76.62,100.0
20,30,3,69.56,100.0
20,37,2,98.15,100.0
4,14,25,85.43,100.0
9,6,5,83.89,98.22
5,42,4,99.9,90.74
18,29,10,84.5,100.0
12,26,24,85.85,100.0
0,16,8,61.79,56.42
19,17,2,94.36,100.0
14,21,28,98.8,100.0
13,25,8,98.41,100.0
7,50,28,68.84,100.0
9,26,11,69.04,90.58
8,39,2,74.64,78.38
16,23,19,72.41,100.0
8,7,16,72.22,91.17
2,20,20,84.21,100.0
10,28,11,92.22,100.0
11,42,24,97.47,100.0
9,20,30,62.71,100.0
16,2,17,71.12,100.0
16,30,3,70.2,91.42
10,26,9,74.3,100.0
3,45,17,76.97,100.0
6,26,29,75.57,100.0
20,8,7,98.09,100.0
13,32,8,77.49,100.0
6,32,18,82.06,100.0
7,25,12,89.95,100.0
0,27,30,89.0,100.0
3,43,24,83.32,100.0
11,42,5,94.43,100.0
2,30,21,84.97,100.0
12,0,6,94.99,89.82
19,19,27,72.11,100.0
5,11,20,65.28,100.0
10,16,5,92.78,96.4
3,14,10,75.3,83.26
19,33,16,86.04,100.0
15,49,18,89.49,100.0
6,15,27,73.07,100.0
10,3,24,80.21,100.0
0,7,11,95.8,94.67
6,33,20,95.19,100.0
11,45,20,89.97,100.0
6,24,23,90.51,100.0
6,14,26,95.91,100.0
9,27,26,89.45,100.0
15,8,12,73.58,100.0
7,1,17,64.83,80.09
8,16,28,76.88,100.0
8,9,6,63.49,69.99
1,8,24,64.63,100.0
12,30,22,98.01,100.0
12,1,27,87.04,100.0
3,23,4,94.06,86.85
11,18,28,85.72,100.0
16,16,15,76.74,100.0
1,42,21,61.01,91.12
12,48,3,98.23,98.18
17,9,29,62.84,100.0
14,49,27,84.41,100.0
7,27,22,64.09,100.0
14,37,0,71.37,72.96
0,47,3,67.43,66.1
19,27,2,82.15,100.0
9,49,28,95.48,100.0
11,49,3,85.42,95.31
4,0,0,86.57,57.13
8,2,11,96.36,93.12
7,14,12,89.98,100.0
15,9,1,94.64,96.35
13,20,27,76.66,100.0
12,36,26,94.61,100.0
20,14,28,85.83,100.0
12,22,8,65.42,93.32
4,13,30,61.55,100.0
15,14,6,69.76,87.05
10,9,12,75.13,100.0
4,8,21,93.5,100.0
12,43,1,89.65,90.48
10,38,0,98.22,78.13
18,4,17,82.37,100.0
2,24,6,89.91,90.02
14,41,17,71.01,100.0
6,25,18,87.18,100.0
6,7,7,88.25,88.88
5,21,22,93.94,100.0
2,24,11,81.46,97.18
12,47,10,85.96,100.0
6,11,26,68.12,100.0
4,8,29,89.47,100.0
17,9,26,93.54,100.0
7,47,8,83.75,100.0
16,9,27,64.63,100.0
19,8,3,72.51,86.25
0,25,6,79.02,83.55
13,34,16,87.09,100.0
16,26,10,72.81,100.0
9,30,26,93.61,100.0
11,18,1,74.87,74.91
15,42,22,61.71,100.0
13,37,30,91.76,100.0
15,5,17,85.77,100.0
7,14,21,92.08,100.0
9,28,28,73.96,100.0
16,46,25,60.71,100.0
17,44,11,62.95,100.0
19,4,8,64.47,70.81
15,13,10,92.21,100.0
16,1,4,72.06,82.2
15,22,25,99.92,100.0
18,43,6,90.34,100.0
7,45,28,84.05,100.0
5,18,0,99.34,78.75
5,23,23,72.65,100.0
20,19,24,66.62,100.0
8,46,30,89.49,100.0
3,26,28,71.12,100.0
11,23,4,98.44,94.41
11,16,5,99.52,100.0
16,24,12,97.06,100.0
14,45,10,97.79,100.0
8,30,7,84.63,100.0
6,27,19,87.68,100.0
9,49,1,63.77,60.14
15,27,14,90.52,100.0
11,21,9,68.08,96.24
6,4,7,93.61,87.09
17,43,1,98.46,97.53
14,41,20,68.5,100.0
5,7,14,63.12,77.84
11,37,28,79.36,100.0
10,27,5,91.66,99.46
19,46,4,90.83,100.0
2,11,21,87.87,100.0
1,24,21,92.83,100.0
5,37,2,67.0,62.44
4,43,10,86.08,100.0
17,14,10,84.23,100.0
15,43,15,66.14,100.0
7,40,2,76.58,79.54
19,50,8,94.1,100.0
10,33,2,98.87,85.8
9,44,18,86.62,100.0
11,12,10,96.88,100.0
20,7,13,65.28,100.0
5,12,1,99.0,68.19
19,35,6,61.34,82.28
4,5,9,81.09,86.13
8,37,9,71.64,96.01
15,31,19,92.56,100.0
13,20,0,68.7,67.75
7,43,5,60.46,73.17
19,43,20,76.58,100.0
18,48,13,62.56,100.0
13,6,26,71.6,100.0
6,25,1,85.75,78.62
4,14,5,71.79,81.07
17,48,0,69.83,75.86
1,41,2,66.22,59.93
10,22,3,65.41,65.64
7,37,12,81.03,100.0
0,40,2,87.26,76.65
11,14,14,78.11,100.0
1,47,12,64.94,87.17
17,39,21,85.91,100.0
6,15,10,82.28,100.0
16,31,3,75.25,99.21
13,36,29,73.2,100.0
6,17,16,67.33,95.76
2,19,4,65.85,55.59
5,45,20,73.55,100.0
19,1,24,61.67,100.0
1,22,23,77.47,100.0
16,29,30,84.06,100.0
11,2,7,97.67,89.91
11,45,20,85.03,100.0
16,38,23,84.96,100.0
9,46,29,74.98,100.0
2,48,9,65.33,69.45
19,0,6,77.88,87.41
17,40,16,83.95,100.0
12,21,27,88.96,100.0
11,28,6,93.04,100.0
16,13,26,70.24,100.0
3,47,23,69.65,100.0
9,27,18,82.61,100.0
10,20,8,82.64,100.0
5,44,23,68.72,100.0
5,31,1,83.5,80.3
8,5,21,73.84,100.0
14,0,19,85.57,100.0
1,20,18,71.64,100.0
3,3,26,83.69,100.0
4,2,5,90.73,72.03
16,48,9,99.21,100.0
7,29,12,96.44,100.0
7,30,30,80.14,100.0
11,33,24,79.53,100.0
20,18,1,77.51,100.0
7,19,9,61.11,75.84
18,22,9,66.64,100.0
2,39,25,62.37,100.0
17,24,4,87.85,100.0
20,14,21,76.53,100.0
18,37,3,62.55,66.0
18,22,22,87.62,100.0
14,1,1,85.78,79.08
5,14,6,88.8,100.0
15,43,17,83.99,100.0
7,34,16,66.46,98.51
15,9,10,62.46,88.79
17,13,20,92.69,100.0
19,26,17,68.63,100.0
15,13,7,81.7,100.0
10,34,27,79.41,100.0
6,32,27,96.84,100.0
16,0,11,82.1,92.57
16,33,23,83.2,100.0
11,18,0,72.78,56.69
12,23,19,98.35,100.0
9,41,29,84.49,100.0
6,3,24,60.2,98.22
13,35,20,82.24,100.0
0,12,11,74.55,82.81
16,31,26,61.28,100.0
3,8,25,77.26,100.0
20,38,28,90.94,100.0
4,15,5,80.15,76.47
19,49,2,85.58,100.0
6,2,4,85.59,74.42
9,19,13,86.84,100.0
16,9,11,75.5,98.49
6,21,12,74.8,100.0
0,47,12,60.18,65.22
6,2,28,66.17,100.0
10,10,16,98.03,100.0
8,24,23,93.7,100.0
11,41,26,71.0,100.0
2,47,14,76.05,100.0
3,7,5,97.6,80.3
3,8,11,70.02,80.01
12,14,1,81.3,91.7
18,31,3,60.88,72.87
9,2,19,84.79,100.0
4,3,24,97.2,100.0
6,29,24,95.39,100.0
15,12,20,80.08,100.0
0,43,11,85.99,99.58
11,20,2,82.79,92.25
1,40,16,62.68,83.92
6,45,5,66.35,76.45
10,18,23,98.55,100.0
12,38,16,70.24,100.0
1,47,26,75.38,100.0
6,21,16,80.36,100.0
14,19,30,99.17,100.0
10,36,10,87.6,100.0
1,30,22,85.18,100.0
6,9,6,80.98,85.86
3,17,1,88.03,71.28
10,42,18,86.56,100.0
1,38,1,96.11,68.35
15,45,21,81.67,100.0
6,19,28,76.86,100.0
12,17,12,92.29,100.0
4,10,23,91.99,100.0
16,21,23,66.79,100.0
20,43,15,69.47,100.0
11,17,30,98.35,100.0
18,33,16,77.76,100.0
6,22,10,80.79,100.0
5,0,8,72.41,68.01
7,9,26,79.24,100.0
12,0,23,89.73,100.0
4,37,8,79.29,100.0
1,38,28,72.59,100.0
8,48,13,63.84,100.0
10,8,12,97.13,100.0
5,30,24,94.87,100.0
6,6,10,91.65,100.0
6,16,11,87.76,100.0
18,34,21,80.62,100.0
5,47,2,95.9,87.74
10,36,0,91.67,82.53
10,17,26,92.64,100.0
6,32,7,72.38,89.21
1,3,25,76.94,100.0
18,22,18,88.27,100.0
3,10,12,74.84,90.01
5,8,6,79.76,80.2
16,29,12,85.86,100.0
4,7,25,77.51,100.0
6,39,5,91.72,100.0
8,4,2,64.65,50.42
0,11,5,88.72,68.19
0,0,27,65.81,94.6
18,14,2,97.51,97.98
5,24,12,72.56,100.0
17,17,30,91.82,100.0
9,37,12,80.86,100.0
10,41,29,63.64,100.0
0,45,24,83.3,100.0
0,25,12,96.49,100.0
12,39,0,66.29,60.77
4,2,28,72.85,100.0
19,21,7,77.57,100.0
0,25,4,71.0,67.87
19,18,30,97.75,100.0
2,43,19,75.1,100.0
17,43,16,86.32,100.0
8,46,8,68.96,87.14
13,38,12,68.79,100.0
16,35,24,67.03,100.0
13,20,12,77.39,100.0
3,40,4,81.31,82.54
4,47,13,60.43,90.5
20,25,10,93.32,100.0
16,12,24,80.51,100.0
1,35,30,66.29,100.0
4,23,25,62.69,100.0
3,40,13,62.53,77.25
3,25,24,70.31,100.0
5,20,6,79.97,95.79
19,17,23,94.41,100.0
20,14,16,96.12,100.0
12,14,3,93.29,91.36
4,5,9,73.14,82.33
6,42,9,72.26,100.0
19,30,14,99.5,100.0
0,27,19,87.25,100.0
13,7,11,72.2,95.4
3,28,8,73.16,92.42
16,20,2,77.39,97.42
20,16,14,84.87,100.0
13,48,11,95.92,100.0
15,23,25,67.93,100.0
13,49,14,63.38,100.0
15,35,25,76.23,100.0
19,30,0,69.82,81.33
7,46,14,83.04,100.0
2,33,10,87.97,100.0
18,1,4,72.43,77.84
0,41,6,87.42,83.5
1,2,11,73.73,77.45
14,29,19,85.4,100.0
9,7,24,85.32,100.0
17,6,5,71.13,83.97
13,11,21,85.43,100.0
16,18,2,75.24,99.07
12,25,9,73.46,98.15
0,27,25,71.57,100.0
4,14,20,73.83,100.0
12,13,25,91.47,100.0
13,47,21,69.81,100.0
2,13,29,87.28,100.0
14,2,3,96.02,86.05
18,49,12,74.02,100.0
16,28,18,61.18,100.0
2,5,4,60.98,28.44
15,48,22,65.58,100.0
13,22,26,64.4,100.0
11,27,21,89.92,100.0
11,13,17,71.79,100.0
10,13,0,86.1,74.42
16,19,20,61.7,100.0
7,12,20,71.83,100.0
16,26,27,69.37,100.0
20,34,15,71.08,100.0
19,44,15,67.63,100.0
10,1,15,84.72,100.0
1,40,27,86.51,100.0
9,44,21,65.94,100.0
9,39,18,89.65,100.0
10,47,15,70.0,100.0
5,23,0,71.32,61.22
3,28,30,93.15,100.0
11,2,19,96.05,100.0
10,44,19,92.99,100.0
12,3,9,65.91,79.24
4,49,1,99.97,87.8
5,1,13,86.89,82.71
0,19,7,80.43,87.36
5,14,5,98.19,86.53
17,48,27,92.7,100.0
8,31,2,87.67,80.86
14,41,30,93.54,100.0
7,0,15,75.42,93.35
18,37,16,87.38,100.0
15,34,11,67.62,100.0
5,50,26,99.52,100.0
5,6,18,83.56,100.0
2,44,23,92.57,100.0
9,12,19,76.29,100.0
0,48,2,90.34,83.93
13,0,12,75.5,98.56
3,13,15,83.6,100.0
11,28,10,91.13,100.0
5,2,19,64.66,90.67
10,45,26,74.27,100.0
11,23,15,81.8,100.0
9,0,30,73.36,100.0
17,47,19,72.37,100.0
6,9,1,71.27,48.42
6,12,3,69.11,64.66
10,35,26,93.96,100.0
3,8,27,96.95,100.0
19,13,24,88.01,100.0
0,35,3,61.2,33.07
12,9,27,91.45,100.0
17,39,16,81.28,100.0
8,22,0,90.32,75.09
8,34,0,77.49,69.1
8,6,29,61.65,100.0
9,41,4,87.27,90.69
1,34,21,77.77,100.0
5,1,11,94.96,87.51
14,14,5,89.53,100.0
2,8,5,74.38,64.24
10,46,24,88.96,100.0
5,16,16,79.81,100.0
2,38,25,67.98,100.0
10,17,21,76.8,100.0
14,14,12,68.9,100.0
12,17,7,60.2,85.68
19,23,23,69.87,100.0
9,22,11,68.38,100.0
5,11,14,60.17,72.73
14,22,30,91.36,100.0
17,20,18,63.08,100.0
17,25,28,77.96,100.0
6,7,20,76.72,100.0
14,29,25,67.26,100.0
17,33,19,98.67,100.0
17,1,27,84.15,100.0
19,4,16,92.54,100.0
8,30,8,79.85,97.69
1,32,20,88.91,100.0
7,3,17,98.79,100.0
19,5,27,73.94,100.0
1,22,1,80.17,61.98
10,44,10,80.58,100.0
6,18,22,99.68,100.0
5,42,19,69.32,100.0
9,44,16,87.01,100.0
4,7,20,65.53,96.28
10,38,17,97.08,100.0
0,12,14,83.62,99.64
1,0,6,94.38,62.84
0,5,15,95.81,100.0
18,6,30,82.28,100.0
1,47,24,87.28,100.0
20,26,28,87.95,100.0
19,14,0,78.42,79.65
20,33,27,77.39,100.0
3,22,17,67.45,100.0
11,47,26,75.36,100.0
19,48,21,99.63,100.0
17,23,7,70.79,98.36
0,14,6,90.5,84.95
0,34,24,62.37,100.0
13,3,29,78.7,100.0
3,43,1,62.34,41.47
4,36,11,79.03,96.23
10,16,15,61.1,100.0
12,30,8,84.53,100.0
15,37,19,83.46,100.0
12,9,10,91.91,100.0
1,49,14,83.33,100.0
15,26,2,97.04,100.0
5,41,22,91.32,100.0
13,5,20,65.31,100.0
0,5,12,70.62,79.42
16,14,20,61.05,100.0
10,3,27,75.45,100.0
18,47,12,80.38,100.0
2,39,1,97.84,74.27
10,6,5,80.89,83.1
4,50,5,91.24,92.45
16,48,11,70.72,100.0
6,44,3,66.13,70.46
9,46,4,92.43,100.0
10,25,22,69.9,100.0
2,30,29,94.85,100.0
19,1,7,66.79,71.0
9,27,5,94.06,100.0
9,41,20,90.91,100.0
13,12,27,84.45,100.0
11,17,2,94.01,85.97
14,29,22,73.23,100.0
9,10,7,66.64,81.16
9,12,18,66.28,100.0
18,50,20,70.81,100.0
0,23,10,77.85,91.19
9,28,17,95.04,100.0
1,4,9,63.58,57.71
16,34,25,96.61,100.0
6,18,27,97.02,100.0
6,12,19,89.09,100.0
19,4,11,96.01,100.0
8,43,19,90.8,100.0
1,13,27,81.13,100.0
13,37,28,84.03,100.0
16,21,7,85.13,100.0
0,8,18,65.08,84.4
8,48,20,67.72,100.0
19,39,15,80.93,100.0
20,25,26,64.61,100.0
18,44,20,98.6,100.0
3,4,17,80.29,100.0
7,28,8,75.2,96.61
12,21,3,66.3,75.33
3,48,8,76.66,92.68
8,2,24,72.1,100.0
8,27,1,63.52,54.0
17,37,8,98.68,100.0
11,13,8,70.6,90.16
9,46,17,87.62,100.0
10,13,10,63.65,83.5
6,42,12,96.53,100.0
8,10,5,83.63,91.26
5,8,8,86.27,94.42
18,37,15,91.27,100.0
15,46,3,84.24,100.0
14,43,1,62.84,64.61
6,5,6,77.18,75.11
15,0,14,70.48,94.79
4,24,24,79.47,100.0
15,15,5,76.17,100.0
0,14,10,93.06,95.19
18,33,26,69.88,100.0
4,16,29,68.05,100.0
6,2,19,98.32,100.0
18,2,16,97.98,100.0
4,36,3,99.74,86.15
16,16,18,82.74,100.0
7,48,6,64.53,73.6
0,37,10,95.21,95.04
1,0,12,65.8,57.88
14,6,26,66.22,100.0
19,25,25,67.74,100.0
17,46,20,86.14,100.0
10,38,27,64.29,100.0
9,18,2,91.13,84.37
3,29,13,62.33,78.89
4,42,1,64.42,58.33
3,13,28,77.38,100.0
12,12,17,75.17,100.0
12,19,4,99.59,100.0
17,25,12,98.67,100.0
1,26,12,67.59,83.8
15,24,23,97.87,100.0
0,8,23,87.69,100.0
18,40,13,76.35,100.0
8,47,11,89.59,100.0
2,11,20,96.01,100.0
6,9,12,67.21,88.73
9,5,17,67.84,100.0
0,49,12,76.35,98.24
9,33,3,66.77,60.79
